city,state,church,organized,members,minister,citation,jlat,jlon,url
Woodburn,IL,,1842,37,D. Merrill,The Year-book of the American Congregational Union for the Year 1854 (p. 206),39.0475461,-90.0120493,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Algonquin,IL,,1850,19,,The Year-book of the American Congregational Union for the Year 1854 (p. 206),42.1655801,-88.2942493,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Barrington,IL,,NA,NA,D. S. Dickinson,The Year-book of the American Congregational Union for the Year 1854 (p. 206),42.1539141,-88.1361888,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Batavia,IL,,1835,63,S. Peet,The Year-book of the American Congregational Union for the Year 1854 (p. 206),41.8500284,-88.3125738,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Crystal Lake,IL,,1842,23,E. Whitney,The Year-book of the American Congregational Union for the Year 1854 (p. 206),42.2411344,-88.3161965,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Dundee,IL,,1841,80,,The Year-book of the American Congregational Union for the Year 1854 (p. 206),42.1089143,-88.2975809,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Elgin,IL,,1836,170,W. H. Starr,The Year-book of the American Congregational Union for the Year 1854 (p. 206),42.0354084,-88.2825668,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Elk Grove,IL,,1836,57,C. F. Hudson,The Year-book of the American Congregational Union for the Year 1854 (p. 206),42.0039178,-87.9703461,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Fairfield,IL,,1846,24,C. Porter,The Year-book of the American Congregational Union for the Year 1854 (p. 206),38.378937,-88.3597683,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Fox Lake,IL,,NA,17,,The Year-book of the American Congregational Union for the Year 1854 (p. 206),42.3966874,-88.1836965,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Geneva,IL,,1849,20,,The Year-book of the American Congregational Union for the Year 1854 (p. 206),41.8875281,-88.3053525,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Huntley's Grove,IL,,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 206),40.6331249,-89.3985283,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Middlesex,IL,,NA,35,,The Year-book of the American Congregational Union for the Year 1854 (p. 206),42.2783343,-88.3621774,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Millburn,IL,,1851,72,W. B. Dodge,The Year-book of the American Congregational Union for the Year 1854 (p. 206),42.425854,-88.0039684,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Munro,IL,,1843,26,B. B. Drake,The Year-book of the American Congregational Union for the Year 1854 (p. 206),41.7017846,-87.686968,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Pleasant Grove,IL,,NA,30,,The Year-book of the American Congregational Union for the Year 1854 (p. 206),37.4354607991,-89.0207521841,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
St. Charles,IL,,1837,175,G. S. F. Savage,The Year-book of the American Congregational Union for the Year 1854 (p. 206),41.9141945,-88.3086867,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Sycamore,IL,,1840,45,,The Year-book of the American Congregational Union for the Year 1854 (p. 206),41.9889173,-88.6867538,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Udina,IL,,NA,50,N. C. Clarke,The Year-book of the American Congregational Union for the Year 1854 (p. 206),42.0433594,-88.3761921,https://archive.org/stream/americancongrega04amer#page/206/mode/1up
Algonac,MI,,NA,23,,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.6183675,-82.531018,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Almont,MI,,NA,117,Charles Kellogg,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.9205842,-83.0449347,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Armada,MI,,NA,45,S. A. Benton,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.8441964,-82.8843722,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Bruce,MI,,NA,35,,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.8467589,-83.0361376,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Campbell's Corner's,MI,,NA,53,D. L. Eaton,The Year-book of the American Congregational Union for the Year 1854 (p. 218),44.3084084,-84.1463167,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Chesterfield,MI,,NA,33,G. Magee,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.6628105,-82.8424208,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Columbus,MI,,NA,13,W. P. Russell,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.882252,-82.6624207,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Commerce,MI,,NA,45,,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.5750853,-83.4882347,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Detroit,MI,,NA,247,H. D. Kitchel,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.331427,-83.0457538,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Dearborn,MI,,NA,12,J. Nall,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.3222599,-83.1763145,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Farmer's Creek,MI,,NA,33,,The Year-book of the American Congregational Union for the Year 1854 (p. 218),41.9925859,-86.3222101,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Milford,MI,,NA,102,,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.5916684,-83.6003703,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Nankin and Livonia,MI,,NA,35,S. Cochran,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.3418466,-83.3941056,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
New Canandaigua,MI,,NA,17,D. L. Eaton,The Year-book of the American Congregational Union for the Year 1854 (p. 218),44.3148443,-85.6023643,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Newport,MI,,NA,18,,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.0023594,-83.3088167,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Port Huron,MI,,NA,40,J. H. Benton,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.9708634,-82.4249142,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Ray and Lenox,MI,,NA,19,G. Magee,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.784102,-82.8662942,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Richmond,MI,,NA,35,W. P. Russell,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.8091969,-82.7557554,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Rochester,MI,,NA,46,,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.680588,-83.1338214,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Romeo,MI,,NA,90,P. R. Hurd,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.802808,-83.0129874,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Royal Oak,MI,,NA,42,,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.4894801,-83.1446485,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
St. Clair,MI,,NA,88,G. M. Tuthill,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.8208653,-82.486024,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Wayne,MI,,NA,14,J. Nall,The Year-book of the American Congregational Union for the Year 1854 (p. 218),42.2814269,-83.3863214,https://archive.org/stream/americancongrega04amer#page/218/mode/1up
Ann Arbor,MI,,NA,103,L. Smith Hobart,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.2808256,-83.7430378,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Barry,MI,,NA,36,,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.5354321,-85.354965,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Dexter,MI,,NA,69,Robert Robinson,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.3383697,-83.8885552,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Grass Lake,MI,,NA,102,John Patchin,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.2548238,-84.2039543,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Hanover,MI,,NA,28,,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.1011532,-84.5519003,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Henrietta,MI,,NA,5,,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.3894607,-84.2910759,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Howell,MI,,NA,28,Enos H. Rice,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.6072552,-83.9293952,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Jackson,MI,,NA,197,James A. Hawley,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.245869,-84.4013462,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Lima,MI,,NA,52,Hiram Elmer,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.2936518,-83.9532571,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Salem,MI,,NA,81,,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.4061467,-83.579938,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Sharon,MI,,NA,20,William C. Smith,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.2216618,-84.0801613,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Sylvan,MI,,NA,44,Hiram Elmer,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.3002726,-84.0801613,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Charlotte,MI,,NA,16,E. M. Bartlett,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.5636478,-84.8358211,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Kalamo,MI,,NA,11,S. Hardy,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.5428144,-85.0127715,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Leonidas,MI,,NA,10,,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.0229446,-85.3518721,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Leroy,MI,,NA,50,M. M. Porter,The Year-book of the American Congregational Union for the Year 1854 (p. 219),44.0380689,-85.4539403,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Litchfield,MI,,NA,106,J. S. Kidder,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.0439345,-84.7574647,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Newton,MI,,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 219),46.0909095,-85.7186481,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Olivet,MI,,NA,75,F. E. Lord,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.4414273,-84.9241542,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Union City,MI,,NA,130,H. C. Morse,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.0667135,-85.1360882,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Vermontville,MI,,NA,59,S. Hardy,The Year-book of the American Congregational Union for the Year 1854 (p. 219),42.6289247,-85.0241621,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Border,MI,,NA,16,S. Heminway,The Year-book of the American Congregational Union for the Year 1854 (pp. 219-20),44.1606381,-84.6504166,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Boston,MI,,NA,4,,The Year-book of the American Congregational Union for the Year 1854 (pp. 219-20),42.9018087,-85.2515482,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Caledonia,MI,,NA,18,,The Year-book of the American Congregational Union for the Year 1854 (pp. 219-20),42.7891985,-85.5166864,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Cannon,MI,,NA,18,J. H. Hard,The Year-book of the American Congregational Union for the Year 1854 (pp. 219-20),43.0670601,-85.4994192,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Cascade,MI,,NA,15,,The Year-book of the American Congregational Union for the Year 1854 (pp. 219-20),42.9024636,-85.4946249,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Grand Rapids,MI,,NA,213,H. L. Hammond,The Year-book of the American Congregational Union for the Year 1854 (pp. 219-20),42.9633599,-85.6680863,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Grandville,MI,,NA,23,Isaac C. Crane,The Year-book of the American Congregational Union for the Year 1854 (pp. 219-20),42.9097484,-85.7630885,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Greenville,MI,,NA,19,S. N. Manning,The Year-book of the American Congregational Union for the Year 1854 (pp. 219-20),43.1775314,-85.2527987,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Ionia,MI,,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (pp. 219-20),42.9872547,-85.0711174,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Lyons,MI,,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (pp. 219-20),42.9819772,-84.9469455,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Otisco,MI,,NA,23,S. N. Manning,The Year-book of the American Congregational Union for the Year 1854 (pp. 219-20),43.057058,-85.2515482,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Plainfield,MI,,NA,29,J. H. Hard,The Year-book of the American Congregational Union for the Year 1854 (pp. 219-20),43.0582815,-85.613847,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Portland,MI,,NA,31,H. Root,The Year-book of the American Congregational Union for the Year 1854 (pp. 219-20),42.8672048,-84.9100792,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Sebewa,MI,,NA,15,H. Root,The Year-book of the American Congregational Union for the Year 1854 (pp. 219-20),42.8134235,-85.0025539,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Steele's Landing,MI,,NA,40,R. Reynolds,The Year-book of the American Congregational Union for the Year 1854 (pp. 219-20),46.1307789,-87.791915,https://archive.org/stream/americancongrega04amer#page/219/mode/1up
Atherton,MI,,NA,24,,The Year-book of the American Congregational Union for the Year 1854 (p. 220),42.9905164,-83.5686223,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Dewitt,MI,,NA,19,J. Scotford,The Year-book of the American Congregational Union for the Year 1854 (p. 220),42.7924727,-84.5431867,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Eagle and Delta,MI,,NA,17,W. P. Esler,The Year-book of the American Congregational Union for the Year 1854 (p. 220),45.6625797,-87.3434292,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Genesee,MI,[First Congregational Church,NA,40,A. B. Pratt,The Year-book of the American Congregational Union for the Year 1854 (p. 220),43.1000880838,-83.6140073415,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Genesee,MI,Second Church,NA,23,A. B. Pratt,The Year-book of the American Congregational Union for the Year 1854 (p. 220),43.0923683495,-83.6127119439,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Hartland,MI,,NA,12,E. T. Branch,The Year-book of the American Congregational Union for the Year 1854 (p. 220),42.6568196,-83.754382,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Lapeer,MI,,NA,21,W. Platt,The Year-book of the American Congregational Union for the Year 1854 (p. 220),43.0514161,-83.3188341,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Lower Saginaw,MI,,NA,8,,The Year-book of the American Congregational Union for the Year 1854 (p. 220),42.741043,-84.5932864,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Osceola,MI,,NA,14,E. T. Branch,The Year-book of the American Congregational Union for the Year 1854 (p. 220),43.9257279,-85.354965,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Vernon,MI,,NA,11,,The Year-book of the American Congregational Union for the Year 1854 (p. 220),42.9391971,-84.0294082,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Victor,MI,,NA,17,J. Scotford,The Year-book of the American Congregational Union for the Year 1854 (p. 220),42.9030536,-84.4172666,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Vienna,MI,,NA,33,,The Year-book of the American Congregational Union for the Year 1854 (p. 220),43.180142,-83.7836403,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Adams,MI,,NA,28,R. Parker,The Year-book of the American Congregational Union for the Year 1854 (p. 220),47.0317009,-88.7190475,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Clinton,MI,,NA,265,G. L. Foster,The Year-book of the American Congregational Union for the Year 1854 (p. 220),42.5868882,-82.9195514,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Dundee,MI,,NA,32,S. Harris,The Year-book of the American Congregational Union for the Year 1854 (p. 220),41.9572676,-83.6596596,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Franklin,MI,,NA,26,J. Estabrook,The Year-book of the American Congregational Union for the Year 1854 (p. 220),42.5222567,-83.3060432,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
London,MI,,NA,30,O. M. Goodale,The Year-book of the American Congregational Union for the Year 1854 (p. 220),42.0200442,-83.6132701,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Medina,MI,,NA,42,G. Barnum,The Year-book of the American Congregational Union for the Year 1854 (p. 220),41.8081046,-84.2638354,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Raisinville,MI,,NA,32,W. L. Wolcott,The Year-book of the American Congregational Union for the Year 1854 (p. 220),41.9553452,-83.528342,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Ransom,MI,,NA,14,,The Year-book of the American Congregational Union for the Year 1854 (p. 220),41.7753274,-84.5341161,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Wheatland,MI,,NA,31,J. Morton,The Year-book of the American Congregational Union for the Year 1854 (p. 220),41.9711568,-84.4010581,https://archive.org/stream/americancongrega04amer#page/220/mode/1up
Alamo,MI,,NA,11,B. F. Monroe,The Year-book of the American Congregational Union for the Year 1854 (p. 221),42.3808,-85.6939,https://archive.org/stream/americancongrega04amer#page/221/mode/1up
Augusta,MI,,NA,9,,The Year-book of the American Congregational Union for the Year 1854 (p. 221),42.3364294,-85.3522219,https://archive.org/stream/americancongrega04amer#page/221/mode/1up
Bedford,MI,,NA,47,A. W. Bushnell,The Year-book of the American Congregational Union for the Year 1854 (p. 221),42.3953169,-85.2322197,https://archive.org/stream/americancongrega04amer#page/221/mode/1up
Climax,MI,,NA,17,,The Year-book of the American Congregational Union for the Year 1854 (p. 221),42.2383765,-85.3349948,https://archive.org/stream/americancongrega04amer#page/221/mode/1up
Cooper,MI,,NA,58,B. F. Monroe,The Year-book of the American Congregational Union for the Year 1854 (p. 221),42.3679028,-85.5817911,https://archive.org/stream/americancongrega04amer#page/221/mode/1up
Dowagiac,MI,,NA,26,E. F. Waldo,The Year-book of the American Congregational Union for the Year 1854 (p. 221),41.9842123,-86.1086228,https://archive.org/stream/americancongrega04amer#page/221/mode/1up
Galesburg,MI,,NA,146,Thomas Jones,The Year-book of the American Congregational Union for the Year 1854 (p. 221),42.2886529,-85.418056,https://archive.org/stream/americancongrega04amer#page/221/mode/1up
Hartford,MI,,NA,22,A. Rowe,The Year-book of the American Congregational Union for the Year 1854 (p. 221),42.2067051,-86.1666876,https://archive.org/stream/americancongrega04amer#page/221/mode/1up
Kalamazoo,MI,,NA,160,A. Kedzie,The Year-book of the American Congregational Union for the Year 1854 (p. 221),42.2917069,-85.5872286,https://archive.org/stream/americancongrega04amer#page/221/mode/1up
Keeler,MI,,NA,18,E. Andrus,The Year-book of the American Congregational Union for the Year 1854 (p. 221),42.1128194,-86.1666844,https://archive.org/stream/americancongrega04amer#page/221/mode/1up
Lawrence,MI,,NA,17,A. Rowe,The Year-book of the American Congregational Union for the Year 1854 (p. 221),42.2192056,-86.051408,https://archive.org/stream/americancongrega04amer#page/221/mode/1up
Niles,MI,,NA,63,W. W. Atwater,The Year-book of the American Congregational Union for the Year 1854 (p. 221),41.8297694,-86.2541768,https://archive.org/stream/americancongrega04amer#page/221/mode/1up
Otsego,MI,,NA,53,S. Stevens,The Year-book of the American Congregational Union for the Year 1854 (p. 221),42.4605904,-85.696406,https://archive.org/stream/americancongrega04amer#page/221/mode/1up
Columbus,WI,,1850,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.3380464,-89.0153875,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Fountain Prairie,WI,,1849,19,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.4222162,-89.0752499,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Hampden,WI,,NA,32,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.307288,-89.189643,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Welsh Prairie,WI,,1848,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.5310397,-89.1422917,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Blue Mounds,WI,,1847,24,David Jones,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.0174968,-89.8323454,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Dane,WI,,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.2505472,-89.5015088,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Dunkirk,WI,,1846,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),42.8813918,-89.2098379,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Half-way Prairie,WI,,1848,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.1821563,-89.7395468,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Madison,WI,,1840,40,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.0730517,-89.4012302,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Ohio Settlement,WI,,1847,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.7844397,-88.7878678,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Rockville,WI,,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),42.727455,-90.681999,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Sun Prairie,WI,,1846,NA,Caleb Mathews,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.1836046,-89.2137254,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Clyman,WI,,1844,9,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.3113851,-88.7201032,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Dodge Centre,WI,,1849,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.4495252,-88.6403337,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Emmet,WI,,1846,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.2644671,-88.7301525,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Lowell,WI,,1845,12,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.3402719,-88.8170497,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Oak Grove,WI,,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.3861056,-88.7456598,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Alto,WI,,1849,21,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.6766529,-88.7951092,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Byron,WI,,1849,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.6522139,-88.4509367,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Ceresco,WI,,1850,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.9664653,-88.9598859,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Fond du Lac,WI,,1845,89,S. Hawley,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.7730448,-88.4470508,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Hortonville,WI,,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),44.334705,-88.6381615,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Lamartine,WI,,1850,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.7333214,-88.5687187,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Oakfield,WI,,NA,23,S. D. Darling,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.6861007,-88.5464951,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Rosendale,WI,,NA,42,Dana Lamb,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.8077629,-88.674832,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Springvale,WI,,1848,20,Dana Lamb,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.5001269,-89.189643,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Utica,WI,,1851,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 250),42.96556,-89.12194,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Waupun,WI,,1845,NA,Silas A. Ashmun,The Year-book of the American Congregational Union for the Year 1854 (p. 250),43.6333219,-88.7295519,https://archive.org/stream/americancongrega04amer#page/250/mode/1up
Bee Town,WI,,1847,9,Samuel W. Eaton,The Year-book of the American Congregational Union for the Year 1854 (p. 251),43.50111,-91.57056,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Blake's Prairie,WI,,NA,39,Ira Tracy,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.8724912,-90.9508611,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Lancaster,WI,,1843,78,Samuel W. Eaton,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.8474905,-90.7106821,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Platteville,WI,,1839,127,John Lewis,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.73416,-90.4784621,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Exeter,WI,,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.7905594,-89.5831767,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Dodgeville,WI,,1847,43,A. S. Allen,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.9535536727,-90.1318486923,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Dodgeville,WI,Welsh,1845,52,Evan Owens,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.9628876601,-90.1320392529,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Aztalan,WI,,1840,28,Caleb W. Mathews,The Year-book of the American Congregational Union for the Year 1854 (p. 251),43.0727787,-88.8623285,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Fort Atkinson,WI,,1841,49,M. Montague,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.9288944,-88.8370509,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Hebron,WI,,NA,24,,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.9252854,-88.6926031,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Jefferson,WI,,1850,11,,The Year-book of the American Congregational Union for the Year 1854 (p. 251),43.0055594,-88.8073273,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Koshkonong,WI,,1846,20,,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.84611,-88.91917,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Lake Mills,WI,,1847,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 251),43.0813888,-88.9117742,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Oakland,WI,,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.9766694,-88.9556647,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
